Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
2601,"R Achanta. A Shaji. K Smith. A Lucchi…","SLIC superpixels compared to state-of-the-art superpixel methods",2012,"IEEE transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/6205760/","https://scholar.google.com/scholar?cites=2726314889973535954&as_sdt=5,33&sciodt=0,33&hl=en&num=20",159,"2017-06-15","","","","",0,0,0,0,2601
2584,"J Yang. K Yu. Y Gong. T Huang","Linear spatial pyramid matching using sparse coding for image classification",2009,"Computer Vision and Pattern …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5206757/","https://scholar.google.com/scholar?cites=12120686043328243937&as_sdt=5,33&sciodt=0,33&hl=en&num=20",268,"2017-06-15","","","","",0,0,0,0,2584
2482,"J Wang. J Yang. K Yu. F Lv. T Huang…","Locality-constrained linear coding for image classification",2010,"Computer Vision and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5540018/","https://scholar.google.com/scholar?cites=12022641376811194255&as_sdt=5,33&sciodt=0,33&hl=en&num=20",459,"2017-06-15","","","","",0,0,0,0,2482
2440,"KK Sung. T Poggio","Example-based learning for view-based human face detection",1998,"IEEE Transactions on pattern analysis and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/655648/","https://scholar.google.com/scholar?cites=378992165711351148&as_sdt=5,33&sciodt=0,33&hl=en&num=20",280,"2017-06-15","","","","",0,0,0,0,2440
2439,"O Troyanskaya. M Cantor. G Sherlock. P Brown…","Missing value estimation methods for DNA microarrays",2001,"…","Oxford Univ Press","http://bioinformatics.oxfordjournals.org/content/17/6/520.short","https://scholar.google.com/scholar?cites=3619060742417172543&as_sdt=5,33&sciodt=0,33&hl=en&num=20",728,"2017-06-15","","","","",0,0,0,0,2439
2373,"D Arthur. S Vassilvitskii","k-means++: The advantages of careful seeding",2007,"Proceedings of the eighteenth annual ACM- …","dl.acm.org","http://dl.acm.org/citation.cfm?id=128338","https://scholar.google.com/scholar?cites=16794944444927209316&as_sdt=5,33&sciodt=0,33&hl=en&num=20",232,"2017-06-15","","","","",0,0,0,0,2373
2356,"EP Xing. MI Jordan. SJ Russell. AY Ng","Distance metric learning with application to clustering with side-information",2003,"Advances in neural …","papers.nips.cc","http://papers.nips.cc/paper/2164-distance-metric-learning-with-application-to-clustering-with-side-information.pdf","https://scholar.google.com/scholar?cites=6588442176337540489&as_sdt=5,33&sciodt=0,33&hl=en&num=20",166,"2017-06-15","PDF","","","",0,0,0,0,2356
2326,"G Punj. DW Stewart","Cluster analysis in marketing research: Review and suggestions for application",1983,"Journal of marketing research","JSTOR","http://www.jstor.org/stable/3151680","https://scholar.google.com/scholar?cites=12107951457899112652&as_sdt=5,33&sciodt=0,33&hl=en&num=20",839,"2017-06-15","","","","",0,0,0,0,2326
2235,"C Fraley. AE Raftery","How many clusters? Which clustering method? Answers via model-based cluster analysis",1998,"The computer journal","Br Computer Soc","http://comjnl.oxfordjournals.org/content/41/8/578.short","https://scholar.google.com/scholar?cites=4285533541064839771&as_sdt=5,33&sciodt=0,33&hl=en&num=20",558,"2017-06-15","","","","",0,0,0,0,2235
2175,"A Vedaldi. B Fulkerson","VLFeat: An open and portable library of computer vision algorithms",2010,"Proceedings of the 18th ACM international …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1874249","https://scholar.google.com/scholar?cites=1465360568455406325&as_sdt=5,33&sciodt=0,33&hl=en&num=20",239,"2017-06-15","","","","",0,0,0,0,2175
2109,"J Philbin. O Chum. M Isard. J Sivic…","Object retrieval with large vocabularies and fast spatial matching",2007,"Computer Vision and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4270197/","https://scholar.google.com/scholar?cites=3163409332128631722&as_sdt=5,33&sciodt=0,33&hl=en&num=20",543,"2017-06-15","","","","",0,0,0,0,2109
2065,"M Muja. DG Lowe","Fast approximate nearest neighbors with automatic algorithm configuration.",2009,"VISAPP (1)","lear.inrialpes.fr","https://lear.inrialpes.fr/~douze/enseignement/2014-2015/presentation_papers/muja_flann.pdf","https://scholar.google.com/scholar?cites=6315457751882853913&as_sdt=5,33&sciodt=0,33&hl=en&num=20",475,"2017-06-15","PDF","","","",0,0,0,0,2065
2034,"K Wagstaff. C Cardie. S Rogers. S Schrödl","Constrained k-means clustering with background knowledge",2001,"ICML","cse.msu.edu","https://web.cse.msu.edu/~cse802/notes/ConstrainedKmeans.pdf","https://scholar.google.com/scholar?cites=12264063537880412074&as_sdt=5,33&sciodt=0,33&hl=en&num=20",2,"2017-06-15","PDF","","","",0,0,0,0,2034
2030,"ND Heintzman. RK Stuart. G Hon. Y Fu. CW Ching…","Distinct and predictive chromatin signatures of transcriptional promoters and enhancers in the human genome",2007,"Nature …","nature.com","http://www.nature.com/ng/journal/v39/n3/abs/ng1966.html","https://scholar.google.com/scholar?cites=17020093820897024499&as_sdt=5,33&sciodt=0,33&hl=en&num=20",581,"2017-06-15","","","","",0,0,0,0,2030
2028,"D Pelleg. AW Moore","X-means: Extending K-means with Efficient Estimation of the Number of Clusters.",2000,"ICML","cs.uef.fi","http://cs.uef.fi/~zhao/Courses/Clustering2012/Xmeans.pdf","https://scholar.google.com/scholar?cites=10949122286644171925&as_sdt=5,33&sciodt=0,33&hl=en&num=20",26,"2017-06-15","PDF","","","",0,0,0,0,2028
1954,"X Chen. H Xu. P Yuan. F Fang. M Huss. VB Vega…","Integration of external signaling pathways with the core transcriptional network in embryonic stem cells",2008,"Cell","Elsevier","http://www.sciencedirect.com/science/article/pii/S009286740800617X","https://scholar.google.com/scholar?cites=14577415862478029158&as_sdt=5,33&sciodt=0,33&hl=en&num=20",619,"2017-06-15","HTML","","","",0,0,0,0,1954
1936,"MJL de Hoon. S Imoto. J Nolan. S Miyano","Open source clustering software",2004,"Bioinformatics","Oxford Univ Press","http://bioinformatics.oxfordjournals.org/content/20/9/1453.abstract","https://scholar.google.com/scholar?cites=6868256558035777065&as_sdt=5,33&sciodt=0,33&hl=en&num=20",16,"2017-06-15","","","","",0,0,0,0,1936
1931,"HS Phillips. S Kharbanda. R Chen. WF Forrest…","Molecular subclasses of high-grade glioma predict prognosis. delineate a pattern of disease progression. and resemble stages in neurogenesis",2006,"Cancer cell","Elsevier","http://www.sciencedirect.com/science/article/pii/S1535610806000560","https://scholar.google.com/scholar?cites=11879935730530586693&as_sdt=5,33&sciodt=0,33&hl=en&num=20",647,"2017-06-15","HTML","","","",0,0,0,0,1931
1887,"AJ Scott. M Knott","A cluster analysis method for grouping means in the analysis of variance",1974,"Biometrics","JSTOR","http://www.jstor.org/stable/2529204","https://scholar.google.com/scholar?cites=4848230376670585543&as_sdt=5,33&sciodt=0,33&hl=en&num=20",265,"2017-06-15","","","","",0,0,0,0,1887
1878,"MJ Hubisz. D Falush. M Stephens…","Inferring weak population structure with the assistance of sample group information",2009,"Molecular ecology …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1755-0998.2009.02591.x/full","https://scholar.google.com/scholar?cites=7760557680548189808&as_sdt=5,33&sciodt=0,33&hl=en&num=20",601,"2017-06-15","","","","",0,0,0,0,1878
1872,"I Gath. AB Geva","Unsupervised optimal fuzzy clustering",1989,"IEEE Transactions on pattern analysis and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/192473/","https://scholar.google.com/scholar?cites=3265383038566622501&as_sdt=5,33&sciodt=0,33&hl=en&num=20",402,"2017-06-15","","","","",0,0,0,0,1872
1794,"J Quackenbush","Computational analysis of microarray data",2001,"Nature reviews genetics","nature.com","http://www.nature.com/nrg/journal/v2/n6/abs/nrg0601_418a.html","https://scholar.google.com/scholar?cites=17207273234693096982&as_sdt=5,33&sciodt=0,33&hl=en&num=20",743,"2017-06-15","","","","",0,0,0,0,1794
1791,"Z Huang","Extensions to the k-means algorithm for clustering large data sets with categorical values",1998,"Data mining and knowledge discovery","Springer","http://www.springerlink.com/index/r07r001862212068.pdf","https://scholar.google.com/scholar?cites=17960448502081601344&as_sdt=5,33&sciodt=0,33&hl=en&num=20",36,"2017-06-15","","","","",0,0,0,0,1791
1751,"CC Aggarwal. J Han. J Wang. PS Yu","A framework for clustering evolving data streams",2003,"… on Very large data bases-Volume …","dl.acm.org","http://dl.acm.org/citation.cfm?id=1315460","https://scholar.google.com/scholar?cites=12280774329207221365&as_sdt=5,33&sciodt=0,33&hl=en&num=20",929,"2017-06-15","","","","",0,0,0,0,1751
1586,"JC Dunn","Well-separated clusters and optimal fuzzy partitions",1974,"Journal of cybernetics","Taylor & Francis","http://www.tandfonline.com/doi/abs/10.1080/01969727408546059","https://scholar.google.com/scholar?cites=6061737653495083855&as_sdt=5,33&sciodt=0,33&hl=en&num=20",511,"2017-06-15","","","","",0,0,0,0,1586
1581,"JM Stuart. E Segal. D Koller. SK Kim","A gene-coexpression network for global discovery of conserved genetic modules",2003,"science","science.sciencemag.org","http://science.sciencemag.org/content/302/5643/249.short","https://scholar.google.com/scholar?cites=13498482607476423440&as_sdt=5,33&sciodt=0,33&hl=en&num=20",913,"2017-06-15","","","","",0,0,0,0,1581
1551,"TM Martinetz. SG Berkovich…","'Neural-gas' network for vector quantization and its application to time-series prediction",1993,"IEEE transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/238311/","https://scholar.google.com/scholar?cites=9692801308816813672&as_sdt=5,33&sciodt=0,33&hl=en&num=20",255,"2017-06-15","","","","",0,0,0,0,1551
1538,"T Leung. J Malik","Representing and recognizing the visual appearance of materials using three-dimensional textons",2001,"International journal of computer vision","Springer","http://www.springerlink.com/index/K766307872430032.pdf","https://scholar.google.com/scholar?cites=16805716031962431999&as_sdt=5,33&sciodt=0,33&hl=en&num=20",972,"2017-06-15","","","","",0,0,0,0,1538
1526,"ND Heintzman. GC Hon. RD Hawkins. P Kheradpour…","Histone modifications at human enhancers reflect global cell-type-specific gene expression",2009,"Nature","nature.com","http://www.nature.com/nature/journal/v459/n7243/abs/nature07829.html","https://scholar.google.com/scholar?cites=13947477499105822630&as_sdt=5,33&sciodt=0,33&hl=en&num=20",479,"2017-06-15","","","","",0,0,0,0,1526
1526,"IS Dhillon","Co-clustering documents and words using bipartite spectral graph partitioning",2001,"Proceedings of the seventh ACM SIGKDD international …","dl.acm.org","http://dl.acm.org/citation.cfm?id=502550","https://scholar.google.com/scholar?cites=10875754472259845205&as_sdt=5,33&sciodt=0,33&hl=en&num=20",717,"2017-06-15","","","","",0,0,0,0,1526
1524,"O Zamir. O Etzioni","Web document clustering: A feasibility demonstration",1998,"Proceedings of the 21st annual international ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=290956","https://scholar.google.com/scholar?cites=97578657070161372&as_sdt=5,33&sciodt=0,33&hl=en&num=20",875,"2017-06-15","","","","",0,0,0,0,1524
1508,"L Zelnik-Manor. P Perona","Self-tuning spectral clustering",2005,"Advances in neural information …","papers.nips.cc","http://papers.nips.cc/paper/2619-self-tuning-spectral-clustering.pdf","https://scholar.google.com/scholar?cites=16362313194106973609&as_sdt=5,33&sciodt=0,33&hl=en&num=20",505,"2017-06-15","PDF","","","",0,0,0,0,1508
1476,"W Xu. X Liu. Y Gong","Document clustering based on non-negative matrix factorization",2003,"Proceedings of the 26th annual international ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=860485","https://scholar.google.com/scholar?cites=7868917032560351152&as_sdt=5,33&sciodt=0,33&hl=en&num=20",477,"2017-06-15","","","","",0,0,0,0,1476
1398,"K Goldberg. T Roeder. D Gupta. C Perkins","Eigentaste: A constant time collaborative filtering algorithm",2001,"information retrieval","Springer","http://www.springerlink.com/index/M5458KV8LJ602646.pdf","https://scholar.google.com/scholar?cites=8528105010932990631&as_sdt=5,33&sciodt=0,33&hl=en&num=20",555,"2017-06-15","","","","",0,0,0,0,1398
1390,"WY Ma. BS Manjunath","Netra: A toolbox for navigating large image databases",1997,"Image Processing. 1997. Proceedings. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/647976/","https://scholar.google.com/scholar?cites=3775937257827813305&as_sdt=5,33&sciodt=0,33&hl=en&num=20",917,"2017-06-15","","","","",0,0,0,0,1390
1359,"A Hinneburg. DA Keim","An efficient approach to clustering in large multimedia databases with noise",1998,"KDD","aaai.org","http://www.aaai.org/Papers/KDD/1998/KDD98-009.pdf","https://scholar.google.com/scholar?cites=5501826554667432536&as_sdt=5,33&sciodt=0,33&hl=en&num=20",544,"2017-06-15","PDF","","","",0,0,0,0,1359
1358,"A Sturn. J Quackenbush. Z Trajanoski","Genesis: cluster analysis of microarray data",2002,"Bioinformatics","Oxford Univ Press","http://bioinformatics.oxfordjournals.org/content/18/1/207.short","https://scholar.google.com/scholar?cites=4483044641736497314&as_sdt=5,33&sciodt=0,33&hl=en&num=20",223,"2017-06-15","","","","",0,0,0,0,1358
1330,"S Che. M Boyer. J Meng. D Tarjan…","Rodinia: A benchmark suite for heterogeneous computing",2009,"… . 2009. IISWC 2009. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/5306797/","https://scholar.google.com/scholar?cites=2195783173124270427&as_sdt=5,33&sciodt=0,33&hl=en&num=20",798,"2017-06-15","","","","",0,0,0,0,1330
1306,"IS Dhillon. DS Modha","Concept decompositions for large sparse text data using clustering",2001,"Machine learning","Springer","http://www.springerlink.com/index/T61745L4031444R5.pdf","https://scholar.google.com/scholar?cites=9626540736880177459&as_sdt=5,33&sciodt=0,33&hl=en&num=20",840,"2017-06-15","","","","",0,0,0,0,1306
1267,"PS Bradley. UM Fayyad","Refining Initial Points for K-Means Clustering.",1998,"ICML","130.39.16.9","https://scholar.google.comftp://130.39.16.9/pub/aravena/ee7000FDI/Presentations/Clustering-Pallavi/Ref4_k-means.pdf","https://scholar.google.com/scholar?cites=17652651703945409684&as_sdt=5,33&sciodt=0,33&hl=en&num=20",4,"2017-06-15","PDF","","","",0,0,0,0,1267
1257,"SE Calvano. W Xiao. DR Richards. RM Felciano…","A network-based analysis of systemic inflammation in humans",2005,"Nature","nature.com","http://www.nature.com/nature/journal/v437/n7061/abs/nature03985.html","https://scholar.google.com/scholar?cites=15852551994317027287&as_sdt=5,33&sciodt=0,33&hl=en&num=20",456,"2017-06-15","","","","",0,0,0,0,1257
1253,"CF Dormann. J Elith. S Bacher. C Buchmann…","Collinearity: a review of methods to deal with it and a simulation study evaluating their performance",2013,"…","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1111/j.1600-0587.2012.07348.x/full","https://scholar.google.com/scholar?cites=3576826458924099388&as_sdt=5,33&sciodt=0,33&hl=en&num=20",902,"2017-06-15","","","","",0,0,0,0,1253
1202,"U Maulik. S Bandyopadhyay","Genetic algorithm-based clustering technique",2000,"Pattern recognition","Elsevier","http://www.sciencedirect.com/science/article/pii/S0031320399001375","https://scholar.google.com/scholar?cites=2445916531225776223&as_sdt=5,33&sciodt=0,33&hl=en&num=20",664,"2017-06-15","","","","",0,0,0,0,1202
1190,"GW Milligan","An examination of the effect of six types of error perturbation on fifteen clustering algorithms",1980,"psychometrika","Springer","http://www.springerlink.com/index/84L240N640G6XLL3.pdf","https://scholar.google.com/scholar?cites=6440705441429034852&as_sdt=5,33&sciodt=0,33&hl=en&num=20",963,"2017-06-15","","","","",0,0,0,0,1190
1189,"K Okuma. A Taleghani. N Freitas. JJ Little…","A boosted particle filter: Multitarget detection and tracking",2004,"Computer Vision-ECCV …","Springer","http://www.springerlink.com/index/wyf1nw3xw53xjnf3.pdf","https://scholar.google.com/scholar?cites=13930927633184563481&as_sdt=5,33&sciodt=0,33&hl=en&num=20",823,"2017-06-15","","","","",0,0,0,0,1189
1178,"A Likas. N Vlassis. JJ Verbeek","The global k-means clustering algorithm",2003,"Pattern recognition","Elsevier","http://www.sciencedirect.com/science/article/pii/S0031320302000602","https://scholar.google.com/scholar?cites=12529752140568772525&as_sdt=5,33&sciodt=0,33&hl=en&num=20",6,"2017-06-15","","","","",0,0,0,0,1178
1174,"JK Vermunt. J Magidson","Latent class cluster analysis",2002,"Applied latent class analysis","books.google.com","https://books.google.com/books?hl=en&lr=&id=-0xrbRao0SsC&oi=fnd&pg=PA89&dq=k-means+clustering&ots=Ou6y9b1bkM&sig=kC5VzleixSigy_vsHGe_JaGzVu4","https://scholar.google.com/scholar?cites=8352918645397231208&as_sdt=5,33&sciodt=0,33&hl=en&num=20",311,"2017-06-15","","","","",0,0,0,0,1174
1146,"SZ Selim. MA Ismail","K-means-type algorithms: A generalized convergence theorem and characterization of local optimality",1984,"IEEE Transactions on pattern analysis …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/4767478/","https://scholar.google.com/scholar?cites=18072987209799857249&as_sdt=5,33&sciodt=0,33&hl=en&num=20",175,"2017-06-15","","","","",0,0,0,0,1146
1131,"KG Le Roch. Y Zhou. PL Blair. M Grainger…","Discovery of gene function by expression profiling of the malaria parasite life cycle",2003,"…","science.sciencemag.org","http://science.sciencemag.org/content/301/5639/1503.short","https://scholar.google.com/scholar?cites=4154195514867630094&as_sdt=5,33&sciodt=0,33&hl=en&num=20",386,"2017-06-15","","","","",0,0,0,0,1131
1108,"B Scholkopf. KK Sung. CJC Burges…","Comparing support vector machines with Gaussian kernels to radial basis function classifiers",1997,"IEEE transactions on …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/abstract/document/650102/","https://scholar.google.com/scholar?cites=3178624415921949792&as_sdt=5,33&sciodt=0,33&hl=en&num=20",336,"2017-06-15","","","","",0,0,0,0,1108
1046,"K Birnbaum. DE Shasha. JY Wang. JW Jung…","A gene expression map of the Arabidopsis root",2003,"…","science.sciencemag.org","http://science.sciencemag.org/content/302/5652/1956.short","https://scholar.google.com/scholar?cites=15187588342024052231&as_sdt=5,33&sciodt=0,33&hl=en&num=20",712,"2017-06-15","","","","",0,0,0,0,1046
1014,"A Coates. A Ng. H Lee","An analysis of single-layer networks in unsupervised feature learning",2011,"… of the fourteenth international conference on …","jmlr.org","http://www.jmlr.org/proceedings/papers/v15/coates11a.html","https://scholar.google.com/scholar?cites=16572449125560713241&as_sdt=5,33&sciodt=0,33&hl=en&num=20",72,"2017-06-15","HTML","","","",0,0,0,0,1014
1000,"A McCallum. K Nigam. LH Ungar","Efficient clustering of high-dimensional data sets with application to reference matching",2000,"Proceedings of the sixth ACM …","dl.acm.org","http://dl.acm.org/citation.cfm?id=347123","https://scholar.google.com/scholar?cites=5711421981436664876&as_sdt=5,33&sciodt=0,33&hl=en&num=20",271,"2017-06-15","","","","",0,0,0,0,1000
